Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
officialcookiesmaywood.com,"Expired Domains - Register Now!",6,18,8879,42,"Health/Addictions: 6","English: 99.5%","English: 78.2%
Vietnamese: 21%
Spanish: 0.2%
Indonesian: 0.1%",12,34,4,5,0,4,20,2,0,0,0,0,12,21,21,10/16/2025,,"10/20/2025 17:45:00"
greatsavannahraces.com,"Expired Domains - Register Now!",6,11,41,22,"Sports/Motorsports: 6","English: 100%","English: 100%",12,21,13,4,0,8,20,4,0,0,0,0,0,0,0,10/08/2025,,"10/12/2025 17:45:00"
arborspringsgolf.com,"Expired Domains - Register Now!",6,15,79,37,"Sports/Golf: 6
Recreation: 5
Recreation/Travel: 5
Regional/Europe: 5","English: 83.9%
Chinese: 5.3%
French: 5.3%
German: 1.7%
Italian: 1.7%
Spanish: 1.7%","English: 100%",20,26,10,31,0,9,20,3,0,0,0,0,0,2,1,09/27/2025,,"10/01/2025 17:45:00"
africaeresources.com,"Expired Domains - Register Now!",5,11,41,28,"Business: 5
Computers/Programming/Internet: 4
Arts/Photography: 3
Business/Marketing and Advertising: 2","English: 75.4%
Turkish: 7.5%
Japanese: 3.7%
Arabic: 1.8%
Chinese: 1.8%
German: 1.8%
Hungarian: 1.8%
Italian: 1.8%
Russian: 1.8%
Spanish: 1.8%","English: 100%",13,22,4,11,0,4,20,1,0,0,0,0,0,0,0,09/18/2025,,"09/22/2025 17:45:00"
mcallenroofers.com,"Expired Domains - Register Now!",10,13,59,35,"Business/Business Services: 10
Business: 6
Health/Alternative: 5","English: 100%","English: 100%",13,24,13,6,0,12,20,3,0,0,0,0,0,1,1,08/21/2025,,"08/25/2025 17:45:00"
fivecolorsmodels.com,"Expired Domains - Register Now!",5,10,38,20,"Computers/Programming/Internet: 5
Sports/Equestrian: 4
Arts/Photography: 3
Health/Alternative: 3
Business/Business Services: 3
Recreation/Pets: 3
Shopping/Publications: 3
Shopping/Clothing: 3
Business/Marketing and Advertising: 3
Sports/Martial Arts: 2","English: 54.5%
Japanese: 15.1%
German: 9%
Polish: 9%
Czech: 3%
French: 3%
Latin: 3%
Romanian: 3%","English: 100%",11,21,3,1,0,3,20,2,0,0,0,0,4,0,0,08/03/2025,,"08/07/2025 17:45:00"
hmh-construction.com,"Expired Domains - Register Now!",8,12,39,27,"Business/Construction and Maintenance: 8
Business/Industrial Goods and Services: 3","English: 86.2%
Spanish: 13.7%","English: 100%",19,30,4,2,0,3,20,2,0,0,0,0,0,0,0,07/26/2025,,"07/30/2025 17:45:00"
resume2017.net,"Expired Domains - Register Now!",15,15,330,130,"Recreation: 15","English: 96.2%
French: 2.1%
Vietnamese: 1%
Arabic: 0.5%","English: 100%",14,40,8,10,0,8,20,1,0,0,0,0,0,1,1,07/15/2025,,"07/16/2025 17:45:00"
biatuoitiepvn.com,"Expired Domains - Register Now!",10,13,51,32,"Recreation/Food: 10","English: 61.1%
Vietnamese: 27.7%
Swedish: 11.1%","English: 100%",15,27,15,1,1,15,20,3,0,0,0,0,0,3,3,06/29/2025,,"07/03/2025 17:45:00"
sptzr.net,"Pending Delete",14,14,99,30,"Arts/Literature: 14
Arts/Photography: 13
Arts/Online Writing: 7
Arts/Writers Resources: 6
Arts: 6","English: 86.8%
French: 13.1%","English: 100%",21,27,22,1,0,21,19,1,,0,33419878,1,0,0,0,12/21/2025,,"12/25/2025 17:45:00"
keys-resort.com,"Dynadot Expired",6,14,123,47,"Sports/Soccer: 5
Shopping/Office Products: 5
Arts/Literature: 5
Regional/Europe: 5
Business/Business Services: 5
Society/Issues: 4
Society/Religion and Spirituality: 4
Business/Resources: 4
Computers/Internet/Web Design and Development: 4
Society/Relationships: 4","English: 68.1%
Russian: 13.2%
Dutch: 11.5%
Arabic: 4.4%
Czech: 1.7%
Spanish: 0.8%","English: 100%",47,36,28,20,0,28,19,2,0,0,0,0,0,1,1,12/20/2025,$7.99,"12/26/2025 18:26:51"
datsunhistory.com,"Pending Delete",8,16,450,299,"Recreation/Autos: 8
Business/Consumer Goods and Services: 4
Business/Automotive: 4","English: 56.2%
Thai: 27.9%
Portuguese: 5.2%
Dutch: 3.1%
Czech: 2.5%
French: 2.1%
Estonian: 1.1%
German: 0.5%
Chinese: 0.3%
Japanese: 0.3%","English: 100%",30,33,22,8,0,21,19,5,,0,0,0,0,1,1,12/20/2025,,"12/24/2025 17:45:00"
counterpoint.com,Atom,12,22,540,268,"Science/Environment: 12
Arts/Literature: 9
Society/Politics: 9
Reference/Libraries: 9
Society/Government: 8
Society/Issues: 8
News/Museums and Archives: 8
Society/Law: 8
Arts/Comics: 7
Home/Homeowners: 7","English: 86.3%
Spanish: 11%
Chinese: 1.5%
Korean: 0.5%
Persian: 0.5%","English: 100%",30,33,28,97,0,10,19,0,1,13,7307163,24,0,1,1,12/19/2025,$449495,
accommodation-in-imlil.com,"Dynadot Expired",5,16,43,35,"Recreation/Climbing: 5","English: 90.1%
Czech: 6.5%
Spanish: 3.2%","English: 100%",25,33,12,8,1,9,19,3,1,0,0,0,0,2,1,12/19/2025,$7.99,"12/25/2025 17:44:17"
drchristianconte.com,"Namejet PreRelease",9,18,353,195,"Health/Mental Health: 8
Business/Business Services: 8
Society/Law: 7
Society/Religion and Spirituality: 7
Society/Government: 6
Reference/Education: 5
Regional/North America: 5
Home/Consumer Information: 5
Society/People: 5
Society/Issues: 5","English: 96.8%
Korean: 1%
Polish: 1%
Russian: 1%","English: 100%",32,30,12,50,0,12,19,1,1,19,6586299,22,0,0,0,12/19/2025,$69,"12/25/2025 04:00:00"
lanajenae.com,"Namejet PreRelease",6,14,42,29,"Home/Family: 5
Science/Social Sciences: 4
Society/Law: 3
Shopping/Antiques and Collectibles: 3
Home/Cooking: 3
Society/Religion and Spirituality: 3
Arts/Photography: 2
Home/Gardening: 2","English: 65.7%
Swedish: 22.8%
Arabic: 11.4%","English: 100%",18,19,11,14,0,11,19,0,1,0,0,0,0,0,0,12/21/2025,$69,"12/23/2025 20:25:00"
eatatbartletts.com,"Pending Delete",11,16,186,150,"Business/Real Estate: 11","English: 100%","English: 100%",30,31,15,25,0,12,19,3,0,0,0,0,13,0,0,12/19/2025,,"12/23/2025 17:45:00"
ginaroberts-grey.com,"Namejet PreRelease",10,18,518,174,"Home/Personal Finance: 9
Recreation/Motorcycles: 9
Business/Financial Services: 6
Society/Organizations: 6
Society/Genealogy: 5
Adult/World: 4
Business/Arts and Entertainment: 4
Home/Family: 4","English: 98.2%
Russian: 1.7%","English: 100%",27,32,21,23,0,21,19,0,7,4,9698324,19,0,0,0,12/18/2025,$69,"12/24/2025 04:00:00"
ibcracks.com,"Expired Domains - Register Now!",5,20,918,298,"Society/Organizations: 5
Society: 4
Society/Religion and Spirituality: 4
Society/People: 4
Recreation/Humor: 3
Society/Politics: 2","English: 92.9%
Spanish: 1.8%
Indonesian: 1.5%
Thai: 0.9%
Tamil: 0.7%
Russian: 0.3%
Turkish: 0.3%
Arabic: 0.2%
German: 0.2%
Greek: 0.2%","English: 100%",16,42,7,8,0,6,19,4,,0,0,0,0,1,1,12/17/2025,,"12/21/2025 17:45:00"
dhouzseo.com,"Expired Domains - Register Now!",6,14,494,26,"Regional/Europe: 5
Recreation/Food: 5
Business/Real Estate: 5
Society/Religion and Spirituality: 5
Science/Earth Sciences: 5
Recreation/Travel: 5
Business/Aerospace and Defense: 5
Arts/Photography: 5
Business/Energy: 5
Sports: 4","English: 60.3%
French: 36.5%
Russian: 1.5%
Vietnamese: 1.5%","English: 100%",12,30,3,7,0,3,19,3,0,0,0,0,0,1,0,12/15/2025,,"12/19/2025 17:45:00"
nataliedaoustphotography.com,"Expired Domains - Register Now!",6,18,1676,128,"Computers/Internet/E-mail: 6
Regional/North America: 5
Society/Politics: 3","English: 96.8%
Russian: 2.1%
Latin: 0.3%
Korean: 0.2%
Czech: 0.1%","English: 100%",12,31,9,20,0,9,19,1,0,0,0,0,0,0,0,12/08/2025,,"12/12/2025 17:45:00"
grossiste-hijama.com,"Expired Domains - Register Now!",5,13,46,23,"Reference/Education: 5
Games/Video Games/Action-Adventure: 4
Computers/Internet/Web Design and Development: 4
Business/Real Estate: 4
Business/Construction and Maintenance: 4
Arts/Photography: 4
Recreation/Collecting: 3
Recreation/Travel: 2
Regional/Europe: 2
Business: 2","English: 75%
French: 25%","English: 100%",10,21,9,17,0,9,19,2,0,0,0,0,1,1,1,12/07/2025,,"12/11/2025 17:45:00"
yourtrove.com,Atom,6,17,741,187,"Computers/Internet/On the Web: 6
Computers/Security: 2","English: 96%
German: 1%
Chinese: 0.7%
Russian: 0.7%
Spanish: 0.7%
French: 0.5%","English: 100%",33,25,15,34,1,14,19,1,1,0,0,0,0,1,1,12/06/2025,$12995,
mealtribes.com,SEO.Domains,6,14,161,137,"Computers/Systems: 6
Society: 4","English: 96.4%
Russian: 2.1%
Arabic: 1.4%","English: 50%
French: 50%",25,24,7,7,4,7,19,2,1,0,0,0,0,1,1,12/06/2025,$200,
trallery.com,SEO.Domains,7,38,267,36,"Business/Arts and Entertainment: 7
Arts/Music: 7
Games/Video Games/Browser Based: 5
Games/Online: 5
Society/Organizations: 4","English: 58.5%
Japanese: 25.8%
Spanish: 12.7%
French: 0.7%
Polish: 0.7%
Czech: 0.3%
German: 0.3%
Russian: 0.3%","English: 100%",26,23,11,20,0,11,19,3,52,0,0,0,14,3,3,12/06/2025,$400,
tetoolbox.com,SEO.Domains,10,27,14389,266,"Business/Telecommunications: 10","English: 99.9%","English: 100%",24,36,16,66,1,16,19,3,118,0,0,0,1,0,0,12/06/2025,$1125,
centavrvs.com,SEO.Domains,6,29,378,159,"Regional/Europe: 6
Arts/Music: 5
Reference/Libraries: 4
Society/Disabled: 4
Society/Gay  Lesbian  and Bisexual: 4
Computers/Internet/Web Design and Development: 3
Reference/Education: 3
Health/Conditions and Diseases: 3
Computers/Computer Science/Academic Departments: 2
Science/Social Sciences: 2","English: 95.1%
Spanish: 4.8%","English: 100%",29,30,10,3,3,9,19,2,28,0,0,0,11,0,0,11/28/2025,$400,
arcticfoxtv.com,SEO.Domains,6,26,154,48,"Computers/Software/Software Engineering: 6","English: 50%
French: 43.4%
Russian: 4.3%
Chinese: 2.1%","English: 100%",12,31,15,0,5,10,19,1,1,0,0,0,13,0,0,12/06/2025,$450,
tedxradboudu.com,SEO.Domains,5,19,239,147,"Computers/Programming/Languages: 5","English: 98.9%
Dutch: 1%","English: 100%",27,28,13,14,1,11,19,5,32,0,0,0,4,2,2,12/05/2025,$450,
ciadefoto.com,SEO.Domains,14,38,184,126,"Arts/Photography: 14","English: 80.3%
Spanish: 9.8%
Portuguese: 5.8%
French: 3.9%","English: 100%",30,24,21,10,0,16,19,9,0,0,0,0,1,0,0,12/06/2025,$860,
lolinator.com,SEO.Domains,8,15,2526,219,"Arts/Online Writing: 8
Society/Activism: 7
Society/Religion and Spirituality: 6
Arts/Music: 5
Society/People: 4
Science/Math: 4","English: 89.1%
French: 6.8%
Norwegian: 1.7%
German: 0.4%
Russian: 0.2%
Dutch: 0.2%
Greek: 0.2%
Chinese: 0.1%
Japanese: 0.1%
Spanish: 0.1%","English: 100%",30,39,18,13,0,16,19,4,1,0,0,0,0,1,1,11/10/2025,$950,
wap-resources.net,SEO.Domains,8,32,96,25,"Computers/Software/Operating Systems: 7
Science/Astronomy: 6
Computers/Programming/Languages: 4
Computers/Software/Databases: 4
Business/Information Technology: 4","English: 88.5%
Russian: 3.4%
Croatian: 2.2%
German: 2.2%
Czech: 1.1%
Dutch: 1.1%
Polish: 1.1%","English: 100%",27,27,25,36,0,21,19,6,0,0,0,0,1,0,0,11/10/2025,$800,
sbardellaorchards.com,"Expired Domains - Register Now!",5,9,200,137,"Society: 5
Business: 5","English: 100%","English: 100%",14,18,14,0,0,12,19,1,1,0,0,0,7,1,1,10/21/2025,,"10/25/2025 17:45:00"
larkstmercantile.com,"Expired Domains - Register Now!",9,15,13849,70,"Recreation/Travel: 9
Business/Transportation and Logistics: 6
Regional/Europe: 6
Recreation/Food: 5","English: 80.5%
Portuguese: 5.4%
Spanish: 3.8%
Russian: 3.3%
Japanese: 1.6%
Indonesian: 1.5%
German: 1.3%
Hindi: 1.3%
Swedish: 0.3%
French: 0.3%","English: 100%",13,27,4,12,0,4,19,1,0,0,0,0,135,3,3,10/17/2025,,"10/21/2025 17:45:00"
unreasonablereviews.com,"Expired Domains - Register Now!",9,15,639,178,"Sports/Equestrian: 11","English: 95%
Chinese: 1%
Danish: 0.4%
Finnish: 0.4%
Norwegian: 0.4%
Polish: 0.4%
Spanish: 0.4%
Swedish: 0.4%
Czech: 0.2%
Dutch: 0.2%","English: 100%",14,27,5,10,0,5,19,3,0,0,0,0,0,1,1,10/06/2025,,"10/10/2025 17:45:00"
carflynow.com,"Expired Domains - Register Now!",12,22,517,48,"Recreation/Travel: 12
Arts/Performing Arts: 7
Society/Religion and Spirituality: 7
Shopping: 6
World/Italiano: 6","English: 83.4%
Japanese: 4.3%
Serbian: 3%
Spanish: 1.9%
Croatian: 1.7%
Romanian: 0.4%
Indonesian: 0.3%
German: 0.3%
Albanian: 0.3%
French: 0.3%","English: 100%",10,24,2,5,0,2,19,2,0,0,0,0,0,1,1,09/14/2025,,"09/18/2025 17:45:00"
iccexpress.net,"Expired Domains - Register Now!",7,15,256,138,"Computers/Internet/Web Design and Development: 7
Society/Government: 6
Business/Food and Related Products: 6
Business: 6
Business/Industrial Goods and Services: 6
Computers/Data Formats: 5
Business/Transportation and Logistics: 4
Home/Family: 4
Business/Construction and Maintenance: 4
Arts: 4","English: 100%","English: 100%",17,31,11,34,0,11,19,1,0,0,0,0,0,1,1,08/28/2025,,"09/01/2025 17:45:00"
clickclackding.com,"Expired Domains - Register Now!",12,15,228,91,"Recreation/Antiques: 12
Arts/Writers Resources: 6
Arts/Photography: 6","English: 98.4%
German: 1.5%","English: 100%",13,21,10,0,0,6,19,3,0,0,0,0,0,2,2,08/14/2025,,"08/18/2025 17:45:00"
live2conquer.com,"Expired Domains - Register Now!",7,16,238,125,"Computers/Internet/Searching: 7","English: 98.8%
Polish: 1.1%","English: 100%",10,24,11,24,0,9,19,2,0,0,0,0,0,1,1,07/29/2025,,"08/02/2025 17:45:00"
clanstories.com,"Expired Domains - Register Now!",5,14,113,96,"Computers/Programming/Internet: 5
Computers/Hardware: 4
Computers/Multimedia: 4
Adult/World: 4
Adult/Regional: 4
Regional/Europe: 4
Adult/Shopping: 4
Business/Energy: 4
Recreation/Travel: 3
Business: 3","English: 90.9%
Dutch: 9%","English: 30.7%
Dutch: 15.3%
Catalan: 7.6%
French: 7.6%
German: 7.6%
Greek: 7.6%
Italian: 7.6%
Portuguese: 7.6%
Spanish: 7.6%",13,29,26,17,2,21,19,4,0,0,0,0,6,1,1,07/11/2025,,"07/15/2025 17:45:00"
teabeau.com,"GoDaddy Closeouts",14,22,56,26,"Computers/Internet/Searching: 14","English: 98.1%
German: 1.8%","English: 100%",21,25,4,5,0,4,18,,1,0,0,0,3,0,0,12/21/2025,$50,"12/26/2025 17:30:00"
seasonsinyourmind.com,"Pending Delete",8,16,210,155,"Home/Cooking: 8
Arts/People: 7
Computers/Internet: 6
Arts/Music: 5
Society/Religion and Spirituality: 4
Society/Law: 4
Society: 3
Business/Energy: 3
Society/Philosophy: 3","English: 68%
German: 32%","English: 100%",12,25,8,0,0,8,18,1,,0,13211967,173,17,7,5,12/21/2025,,"12/25/2025 17:45:00"
onehorizoninc.com,"Pending Delete",7,15,143,138,"Recreation/Aviation: 7","English: 100%","English: 100%",22,22,11,18,1,10,18,3,,0,0,0,10,1,0,12/21/2025,,"12/25/2025 17:45:00"
bepeatery.com,"Namejet PreRelease",11,16,280,170,"Recreation/Travel: 11
Business: 10
Society/Philanthropy: 8
Arts/Music: 6
Society/People: 5
Society/Law: 5","English: 95.9%
Somali: 2%
Spanish: 2%","English: 100%",20,28,8,14,0,6,18,0,0,0,0,0,0,0,0,12/21/2025,$39,"12/24/2025 20:45:00"
vbstemtrifecta.com,"Pending Delete",6,15,154,146,"Business/Arts and Entertainment: 6
Science/Biology: 3
Sports/Running: 3
Sports/Water Sports: 2","English: 100%","English: 100%",17,23,10,6,0,10,18,1,,0,31161691,1,15,7,2,12/20/2025,,"12/24/2025 17:45:00"
guthealthhazard.com,"Pending Delete",8,19,310,49,"Science/Environment: 8","English: 56.7%
Arabic: 35.1%
Spanish: 8.1%","English: 100%",19,23,8,2,1,7,18,1,,0,0,0,0,2,1,12/20/2025,,"12/24/2025 17:45:00"
escapesetc.com,"Pending Delete",5,16,89,72,"Business/Textiles and Nonwovens: 5","English: 97.8%
French: 1%
Malay: 1%","English: 100%",26,32,12,41,0,9,18,2,,0,0,0,0,0,0,12/20/2025,,"12/24/2025 17:45:00"
rantplaces.com,"Dynadot Expired",6,17,536,159,"Recreation/Scouting: 6","English: 99.8%
Spanish: 0.1%","English: 100%",31,32,10,27,0,8,18,1,1,0,0,0,0,4,1,12/19/2025,$7.99,"12/26/2025 19:31:28"
robertbarbaro.com,"Pending Delete",5,15,270,157,"Reference/Museums: 5
Computers/Software/Industry-Specific: 5
Computers/Software/Operating Systems: 4
Arts/Music: 4
Sports/Soccer: 4
Computers/Internet: 3
Computers/Internet/Searching: 2
Computers/Software/Business: 2
Computers/Programming/Internet: 2
Computers/Hardware: 2","English: 100%","English: 100%",12,29,7,14,0,7,18,1,1,0,0,0,8,6,4,12/19/2025,,"12/23/2025 17:45:00"
yummaliciousfood.com,"Pending Delete",6,34,57490,716,"Society/People: 6
Sports/Water Sports: 3
Home/Cooking: 3
Arts/Design: 3","English: 95.9%
Russian: 4%","English: 100%",29,44,6,5,0,6,18,5,3,0,27376809,2,12,6,5,12/18/2025,,"12/22/2025 17:45:00"
twoblondeswalking.com,"Pending Delete",8,16,520,160,"Business/Construction and Maintenance: 7
Science/Earth Sciences: 7
Society/Law: 6
Business/Transportation and Logistics: 6
Recreation/Food: 6
Business: 6
Shopping: 6
Reference/Maps: 6
Recreation/Travel: 6
Business/Automotive: 6","English: 98.6%
Czech: 0.3%
Croatian: 0.1%
Dutch: 0.1%
German: 0.1%
Russian: 0.1%
Spanish: 0.1%","English: 100%",34,37,13,50,0,13,18,1,3,0,13825272,44,0,1,1,12/18/2025,,"12/22/2025 17:45:00"
my-little-poppies.com,"Dynadot Expired",14,23,2340,438,"Reference/Education: 14
Home/Family: 8
Society/Religion and Spirituality: 8
Recreation/Theme Parks: 6","English: 98.3%
Spanish: 0.6%
Arabic: 0.2%","English: 100%",40,44,11,109,0,11,18,2,793,680,1349161,2619,26,57,10,12/16/2025,$10.99,"12/26/2025 20:00:00"
worldwidemediums.net,"Expired Domains - Register Now!",12,14,48,28,"Society/Religion and Spirituality: 12
Arts/Writers Resources: 6","English: 100%","English: 100%",14,21,19,14,3,17,18,3,0,0,0,0,1,2,1,12/16/2025,,"12/20/2025 17:45:00"
goldengoosesneakerssales.com,"Expired Domains - Register Now!",5,20,12349,250,"Health: 4
Recreation/Autos: 4","English: 77.7%
Korean: 10.6%
Russian: 3%
German: 2.5%
Serbian: 2%
Croatian: 0.7%
Danish: 0.6%
Indonesian: 0.5%
Arabic: 0.4%
Latin: 0.3%","English: 100%",21,33,5,10,0,5,18,3,0,0,0,0,2,0,0,12/16/2025,,"12/20/2025 17:45:00"
addictiondetoxcenters.com,"Expired Domains - Register Now!",8,15,642,204,"Health: 7
Health/Dentistry: 6
Health/Mental Health: 6
Health/Nutrition: 5
Arts/Music: 3
Health/Medicine: 3
Society/Organizations: 3","English: 65.7%
German: 30.1%
French: 2.7%
Turkish: 1.3%","English: 100%",17,28,8,11,0,8,18,3,0,0,0,0,74,0,0,12/14/2025,,"12/18/2025 17:45:00"
my-protection-plus.com,"Expired Domains - Register Now!",11,14,143,123,"Business/Financial Services: 11
Society/Law: 5","English: 100%","English: 100%",10,20,5,2,0,4,18,2,0,0,0,0,0,1,1,12/08/2025,,"12/12/2025 17:45:00"
favgalaxy.com,"Expired Domains - Register Now!",9,14,169,148,"Computers/Hardware: 9","English: 91.2%
Turkish: 4%
Latvian: 2.7%
Spanish: 1.3%
Czech: 0.6%","English: 100%",16,36,3,4,0,3,18,2,0,0,0,0,20,1,1,12/04/2025,,"12/08/2025 17:45:00"
artcottage-gallery.com,"Expired Domains - Register Now!",7,15,233,155,"Regional/North America: 7
Recreation/Birding: 5
Recreation/Outdoors: 3
Recreation/Travel: 3","English: 71.4%
Russian: 28.5%","English: 100%",14,21,11,1,0,10,18,2,0,0,0,0,0,1,1,12/02/2025,,"12/05/2025 17:45:00"
billisrve.com,"Expired Domains - Register Now!",7,17,43,20,"Business/Automotive: 7
Business: 6","English: 100%","English: 50%
German: 50%",15,23,19,14,0,15,18,3,0,0,0,0,2,0,0,11/24/2025,,"11/28/2025 17:45:00"
lineocode.com,"Expired Domains - Register Now!",6,11,52,26,"Arts/Music: 6
World/Deutsch: 3","English: 84.9%
Thai: 9.4%
Indonesian: 1.8%
Japanese: 1.8%
Portuguese: 1.8%","English: 100%",11,21,2,4,0,2,18,1,0,0,0,0,0,0,0,11/18/2025,,"11/22/2025 17:45:00"
navigator-keepintouch.com,"Expired Domains - Register Now!",9,14,345,163,"Computers/Software/Internet: 9
Computers/Internet/Web Design and Development: 5
Science/Math: 4
Computers/Software/Operating Systems: 4","English: 94.3%
Portuguese: 5.6%","English: 100%",16,20,5,5,0,4,18,2,1,0,0,0,3,1,1,11/11/2025,,"11/15/2025 17:45:00"
simbatango.com,SEO.Domains,32,38,285,146,"Arts/Performing Arts: 32","English: 88.7%
German: 5%
Dutch: 2.5%
Danish: 1.2%
Lingala: 1.2%
Spanish: 1.2%","English: 100%",27,29,14,11,1,14,18,5,1,0,0,0,1,0,0,12/06/2025,$500,
savageleft.com,SEO.Domains,11,31,305,264,"Society/People: 11
Society/Religion and Spirituality: 8
Society/History: 6
Business/Crypto: 5","English: 95.6%
Spanish: 1.9%
Chinese: 0.9%
French: 0.6%
Malay: 0.3%
Norwegian: 0.3%","English: 100%",36,27,14,17,1,13,18,2,0,0,0,0,1,0,0,11/10/2025,$1300,
